0.08886894,0,0,0,0.0888494,0.08864266,0.08890925,0.08890925,0.08877508,0.08886894,0.08789752,,,,,,,,,,,,,,,,,,,,
0.08893006,0.08883025,0.08897302,0.08888889,0,0.08901791,0.0887574,0,0.08881149,0.0887574,0.1869159,0,,,,,,,,,,,,,,,,,,,
0.1865672,0.08913934,0.08872306,0.08865815,0.0888494,0,0.08865815,0.08895131,0.08861251,0.08883025,0.08908909,0.08888889,0,,,,,,,,,,,,,,,,,,
0.1870701,0.08901791,0.08881149,0.08867392,0.09046052,0.08906482,0.0888494,0.1835793,0,0.08890925,0.08877508,0.09059829,0.08874006,0,,,,,,,,,,,,,,,,,
0.1869159,0.08790233,0,0,0.08881149,0.08858343,0.08789752,0.08895131,0.0887574,0.08789752,0.9896373,0.6725441,0.08877508,0.4073107,0,,,,,,,,,,,,,,,,
0.9869452,0.5337838,0.4075067,0.1868421,0.9895833,0.5332497,0.08893006,0.9895288,0.8205284,0.9922879,0.9974684,0.08862745,0.09117939,0.1858501,0.9920844,0,,,,,,,,,,,,,,,
0.9974684,1,1,0.9844559,0.9870802,0.9845361,0.4067797,0.5330103,0.9895833,0.987013,0.9973753,0.9974293,0.9922879,0.5324459,0.9948454,0.9896373,0,,,,,,,,,,,,,,
0.992,0.9947369,0.9949238,0.9948717,0.8182649,0.8227886,0.9895288,0.4065421,0.9868767,0.9922481,1,0.9922481,0.9948454,1,0.9896373,0.9921671,0.5339806,0,,,,,,,,,,,,,
0.9948717,0.9870802,0.9923274,0.9922481,0.9922481,0.8250303,1,0.9922078,0.9947644,0.989418,0.9843749,1,1,0.9948187,0.9871465,1,0.9869452,0.9896373,0,,,,,,,,,,,,
1,1,0.9922481,1,0.9895833,0.9974293,0.9948717,1,0.9897436,0.9870802,0.9923664,0.9819122,0.992126,0.9792746,0.9948187,0.9974293,0.9870802,1,0.9820051,0,,,,,,,,,,,
1,1,0.9868767,0.9895833,0.9974554,0.9845361,0.994898,0.9973615,0.9922481,0.992126,0.9923274,1,0.9871465,0.9896907,0.9948717,0.9869452,0.9922879,0.9922481,1,0.9948717,0,,,,,,,,,,
0.9895833,0.997416,0.9974684,0.994709,0.9949238,0.9894737,0.9973753,0.9947916,0.9868767,1,1,0.9922078,0.9896907,0.9920844,0.9974027,0.9920425,0.992126,1,0.984127,0.987013,0.02573529,0,,,,,,,,,
0.9870802,0.990566,0.811344,0.9948187,0.9974425,0.9843749,1,0.989418,0.9946525,0.9974425,0.9949238,0.8159112,0.992126,1,1,0.9922879,1,0.8205742,0.9896907,0.9974027,0.9895833,0.09471767,0,,,,,,,,
0.9948717,1,0.9896373,0.987013,0.9869452,0.96,0.997416,0.9948187,0,0.9922078,0.9922481,0.9948454,0.9974425,0.9896373,0.9921671,0.9920425,0.9922879,0.9948454,0.9973333,0,0.9947644,0.9973753,0.9816273,0,,,,,,,
0.992126,0.9870802,1,0.9894737,0.9922078,0.9948717,0.9867374,0.9921671,0.9948454,0.9948717,0.9870802,0.992126,0.9922481,0.8136013,0.997416,0.540201,0.9947369,0.9870802,1,0.9894737,0.9922481,0.9921671,0,0.9974293,0,,,,,,
0.9974293,0.9897959,0.8250461,0.9948187,0.9974425,0.994898,0.9948454,0.9974293,0.9895833,0.9948187,0.9922481,1,0.9844559,0.997416,0.9943503,0.9923664,0.9922481,0.9922481,0.8273573,1,0,0.9947644,0.9974425,0,0.4141414,0,,,,,
0.9945946,0.9815304,0.9948187,0.9946525,1,0.9842932,0.9919571,0.9895288,0.9870802,0.9947916,1,0.9948187,0.997389,0.9896373,1,0.9948717,0.9922879,0.9896373,0.9809264,0,0.992,1,0.9898989,0.9921671,0.9896907,0.9948187,0,,,,
1,1,0.9921671,1,1,1,0.9870802,1,0.994898,0.9948187,0.997416,0.994709,0.9892473,0.9974293,0.987013,0.9921671,1,0.9922078,0.822753,0.9895288,0.9974027,0.9922879,0.987013,1,0.9948717,0.9974425,0.994898,0,,,
0.994709,0.9947644,0.8221071,0.9944134,0.9948454,0.9869452,0.9948717,0.9974027,0.9950739,1,1,0.9904762,0.8183453,0.987013,0.9842105,0.994898,0.9784946,0.9974554,0.9948187,0.9921671,0.9974425,0.9949239,0,0.9843749,0.9922481,0.9913043,0.5389909,0.9974293,0,,
1,1,0.8160291,0.994898,0.9947644,1,0.9947644,0.9949239,1,0.9842105,0.8264173,0.8227692,0.9946809,0.9973753,0.994709,1,0.9845361,0.8270769,0.994709,0.9894737,0.9922481,0.9893616,0.9974027,0.9946809,0.9921671,0.8171905,1,0.9892473,0.5384616,0,
0.9951691,0.8219863,0.9946523,0.987013,0.9923274,0.9948187,0.825054,0.9893616,0.9868074,0.818067,1,0.9974425,0.994709,0.9817232,0.997319,1,0.9945946,0.9897436,1,0.9947644,1,0.9948187,0.9948187,0.9869452,0.8218998,0.9893616,0.8271919,0.9974293,0.9895288,0.9895833,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.064520095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.074823527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.082689796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.090182153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.197598939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.555274731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.845526353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.860870006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.931743084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.942898435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.945974967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.904320327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.888450294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.867480258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.888007556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.844428681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9189404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.953405396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.896887086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.91740325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9337784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
